A,B,C,D
0.043210536,0.6774187,-0.016798615,0.07498017
0.047371745,0.6096753,-0.035060406,0.09301117
0.030778974,0.50007796,-0.025618732,0.06279522
0.050379187,0.5791184,-0.041899025,0.101813614
0.040792555,0.66095054,-0.021518603,0.07475278
0.049302682,0.6815245,-0.019210085,0.085045606
-0.05468437,1.4490261,0.0027942657,-0.07829183
-0.05559376,1.4555521,0.0018275678,-0.07896459
-0.11373693,1.8704853,0.036168665,-0.18457466
0.0070233047,1.0080744,-0.009445101,0.018033147
-0.0030058324,1.0796437,-0.0034139752,-0.00025361776
0.034204632,0.813499,-0.00057578087,0.051178873
0.044753686,0.73836875,-0.013140351,0.074463576
0.045429766,0.733547,-0.013669342,0.07577601
0.05250907,0.67820334,-0.02107507,0.09075737
0.05290994,0.6036867,-0.033011347,0.09944618
0.054252446,0.58677316,-0.036826164,0.10388741
0.054386646,0.57266366,-0.040747195,0.10669559
0.05533111,0.57107496,-0.04029143,0.107726455
0.054827213,0.5708078,-0.040921107,0.10743344
0.022333264,0.89869845,-0.0135760605,0.042644262
0.054945827,0.56958103,-0.041184127,0.1077764
0.022610158,0.42044902,-0.0063489527,0.0381248
0.05458972,0.53250635,-0.044135317,0.10919911
0.03148359,0.83295774,-0.0006517172,0.047332108
0.016359895,0.9413407,-0.010631889,0.032174528
0.05740778,0.56352913,-0.040293857,0.11066663
0.056517124,0.597715,-0.0332084,0.104644716
0.057130992,0.56650543,-0.03971927,0.109891415
0.017769575,0.9311919,-0.0077694952,0.03232944
0.059405625,0.5251596,-0.047356293,0.11818886
0.008259922,0.35867524,0.02205439,-0.0014591217
0.03284931,0.82328427,-0.0044876486,0.051784992
0.027168155,0.864079,-0.01161094,0.04828781
0.05102715,0.6850219,-0.01894021,0.087263405
0.05449775,0.610734,-0.03115876,0.10042539
0.053625703,0.6180917,-0.029974252,0.098400116
0.05627495,0.562233,-0.041908145,0.11014065
0.04077524,0.47700047,-0.034449592,0.08284694
0.058082193,0.5382867,-0.04654163,0.115798116
0.056792587,0.5521388,-0.04447952,0.11258674
0.033988357,0.45406175,-0.029638052,0.069877386
0.025497943,0.43323088,-0.014487416,0.047677338
0.0453182,0.4978963,-0.037756577,0.09159851
0.056191713,0.55484986,-0.0442214,0.11156589
0.05624816,0.556679,-0.043514073,0.11117542
0.05541858,0.5786767,-0.037909,0.106261104
0.021324307,0.90599215,-0.01687175,0.043345153
0.04460591,0.73944616,-0.014006093,0.07481557
0.05522272,0.5529225,-0.0450418,0.11075497
0.033015102,0.82208455,-0.0038912296,0.051634073
0.03865862,0.49871707,-0.033446357,0.07922715
0.017761856,0.39574003,0.007130459,0.022186458
0.05039771,0.529243,-0.041326538,0.10133439
0.025143534,0.4500804,-0.013181955,0.046362698
0.021106243,0.41945517,-0.0021706969,0.03320092
0.024315864,0.8844172,-0.009226263,0.042651236
0.024844348,0.8806993,-0.011775106,0.04506731
0.03839004,0.78366065,-0.00432083,0.05960995
0.05656348,0.5560734,-0.04347366,0.11159277
0.055953786,0.58886266,-0.035335824,0.1052849
0.05180891,0.65438557,-0.023504168,0.091474324
0.033892184,0.81573987,-0.0008544922,0.050912917
0.058840826,0.5264176,-0.046874955,0.11707294
0.033228785,0.8206723,-0.008714393,0.055079997
0.04755017,0.71832514,-0.011183724,0.077193916
0.052359566,0.64922416,-0.024304211,0.09278959
0.056797594,0.56232643,-0.04123704,0.1104337
0.055034995,0.5912788,-0.03495714,0.1037426
0.056377873,0.5538547,-0.044322625,0.11189675
0.051563025,0.6615907,-0.022173181,0.09022954
0.049916357,0.6914607,-0.017279714,0.08459887
0.055920616,0.5970595,-0.03344047,0.10396522
0.05744882,0.5518718,-0.043789968,0.11305618
0.043911964,0.4812355,-0.036541194,0.08872935
-0.065060526,1.5230312,0.010736018,-0.09831935
-0.117524445,1.897654,0.032595426,-0.18767154
0.051906303,0.68160844,-0.020032167,0.08921951
0.027687252,0.8600943,-0.00025600195,0.041638672
0.054098725,0.59320474,-0.03531441,0.10265744
0.043688416,0.5033984,-0.03682366,0.0886693
0.041479155,0.49406576,-0.03510511,0.084343195
0.053675473,0.5765141,-0.040572047,0.105569124
0.05024241,0.64430356,-0.02607435,0.09100664
0.04166305,0.5052557,-0.035440788,0.08486313
0.051253527,0.63479066,-0.027529016,0.09341252
0.04054235,0.49984837,-0.034739614,0.08277854
0.051924065,0.6723087,-0.022310317,0.09077221
0.041387603,0.49367213,-0.035035506,0.084168494
0.052665427,0.62331724,-0.029318437,0.09660596
0.0523203,0.63347745,-0.027339727,0.094786584
0.031710953,0.45992613,-0.028241858,0.0657163
0.035883546,0.47904348,-0.031486377,0.07388723
-0.010042876,1.1300197,-0.005794078,-0.008780122
0.018493265,0.926239,-0.017011136,0.03938228
0.0035043359,1.0332093,-0.008299947,0.012248993
0.044895798,0.73746526,-0.017841771,0.077727824
0.052063227,0.6863806,-0.024773076,0.09250307
0.024139911,0.8856399,-0.0077542365,0.041441023
0.04636386,0.7269559,-0.017341167,0.07950395
0.05008915,0.61616445,-0.030352086,0.09371239
0.052084982,0.58868086,-0.0384655,0.10191631
0.02845931,0.4713564,-0.020763874,0.056186855
0.05172205,0.68880796,-0.024269909,0.091686964
0.018540949,0.9258933,-0.016812325,0.039321125
0.03719321,0.50159836,-0.03252533,0.07652995
0.045765877,0.6615735,-0.020853892,0.08126804
0.04857321,0.61642313,-0.031152323,0.092113435
0.028288692,0.47984552,-0.020416498,0.055740297
0.049145564,0.6519034,-0.024918169,0.08868441
0.05077496,0.6353426,-0.027687758,0.0928444
0.04474768,0.5153167,-0.037610814,0.09074831
0.054124027,0.5665388,-0.04281877,0.107706726
0.030648261,0.46540737,-0.025771797,0.06259346
0.054488942,0.5615262,-0.04387936,0.1089313
0.038495764,0.49391866,-0.03333655,0.07890484
0.027510554,0.46689224,-0.018886551,0.053574145
0.02839604,0.46931624,-0.020588815,0.055977345
0.047283098,0.72034955,-0.015950814,0.07991499
0.030596614,0.4576893,-0.025932759,0.06259847
0.021996468,0.4166838,-0.0047416687,0.036170125
0.024705589,0.44311905,-0.012050882,0.044968426
0.024061292,0.4367273,-0.010099351,0.042730868
0.031175941,0.46416783,-0.026939154,0.06410763
0.02227518,0.42153764,-0.0049239844,0.036705613
0.022816747,0.42892516,-0.006824523,0.03876227
0.055006444,0.57619345,-0.03917566,0.106521666
0.02555886,0.4431889,-0.014333352,0.047697067
0.0525842,0.6263943,-0.028723642,0.096090406
-0.04384452,1.371491,0.003797084,-0.063423574
-0.06295502,1.5081608,0.0030186921,-0.090280354
0.053371117,0.62463355,-0.028836966,0.097272456
0.02963385,0.4503944,-0.02385062,0.059825778
0.034618855,0.4631225,-0.03027767,0.07123476
0.042396903,0.48733377,-0.03558314,0.08594829
0.023204446,0.4200287,-0.008244783,0.040224373
0.029300869,0.45515406,-0.02308543,0.05885303
0.029854923,0.46033335,-0.02404511,0.060304314
0.024621814,0.44241476,-0.011795938,0.044673502
0.029224962,0.45455623,-0.022169039,0.058149695
0.03470233,0.46955848,-0.030376047,0.07144004
0.024304599,0.4402095,-0.011063635,0.043729722
0.023566395,0.43227196,-0.0087453425,0.041115105
0.03191802,0.4610994,-0.028304324,0.06606045
0.030079544,0.4656657,-0.024614781,0.061011016
0.024087101,0.43521762,-0.009618521,0.04244846
0.03184536,0.46793985,-0.028438672,0.066064686
0.044952422,0.5188272,-0.03787692,0.09122419
0.04625915,0.7276521,-0.0151539,0.07793003
0.055408657,0.5589087,-0.043746084,0.11014253
0.029808134,0.45719707,-0.02425757,0.060365498
0.050581545,0.67469263,-0.02103746,0.08805561
0.031026095,0.45256758,-0.026590645,0.063625574
0.05488187,0.57732725,-0.039062053,0.10626817
0.0458474,0.5065186,-0.038208127,0.092682034
0.055582702,0.58785605,-0.035698086,0.10500693
0.056465,0.5741534,-0.038300037,0.10799986
0.03421569,0.81340384,9.122491e-05,0.050760448
0.0047485232,1.0242691,-0.006483063,0.012847602
0.058478266,0.5467329,-0.044221103,0.114800334
0.039706334,0.77421796,-0.003046304,0.060664892
-0.030645937,1.2770557,0.0061908066,-0.04608339
0.030814707,0.838048,-0.01345028,0.054706633
-0.035718173,1.3133373,0.0056855828,-0.0530172
0.05215101,0.6779578,-0.017130926,0.08768988
0.06036505,0.53137183,-0.046869695,0.119235516
0.0508177,0.6899706,-0.015266255,0.0845547
0.04043722,0.76902795,-0.004558414,0.06269586
0.05915734,0.53648424,-0.04642704,0.117234826
0.05241987,0.6701522,-0.020398617,0.09023073
0.060216337,0.53769684,-0.04513967,0.11787093
0.050899953,0.48834085,-0.041190177,0.10182452
0.05019632,0.48963547,-0.040926903,0.10064164
0.054655045,0.5032021,-0.04382208,0.10898936
0.043098688,0.75,-0.0046907663,0.0665929
0.031985193,0.82966805,-0.013023511,0.05610478
0.058792815,0.6022208,-0.03161651,0.10676724
0.054958552,0.6548972,-0.02257666,0.09527013
0.039151073,0.43502295,-0.032738715,0.07925022
0.029806286,0.40745163,-0.024802864,0.060552835
0.02606541,0.39544666,-0.016269714,0.04954678
0.008760095,0.33409214,0.020492494,0.0002169013
0.06338182,0.5248687,-0.045701787,0.122722566
0.019816846,0.34539092,-0.000773713,0.03019154
0.027600199,0.38412,-0.020094275,0.054214954
0.028676838,0.38499522,-0.022649437,0.0574432
0.024071544,0.37352967,-0.011914894,0.043746114
0.02508974,0.38092482,-0.014661789,0.04704529
0.06443635,0.54102826,-0.041676074,0.12149787
0.057404608,0.6410173,-0.016129434,0.094557196
0.04466319,0.4284668,-0.0362404,0.089433044
0.057951078,0.6310575,-0.024874806,0.1010631
-0.043999046,1.372493,0.00809072,-0.066440105
-0.1515553,2.1404173,0.056640476,-0.25205308
0.05223517,0.67875504,-0.017028213,0.087736815
0.05751145,0.5963857,-0.032965228,0.105882436
0.057316855,0.59399366,-0.033515483,0.10598022
0.046460167,0.72606254,-0.008815721,0.07409155
0.057775706,0.5900254,-0.034135357,0.1070441
0.030897528,0.4144721,-0.02669774,0.06338489
0.046583146,0.47675562,-0.03846085,0.09379831
0.054931507,0.50384164,-0.04400453,0.10950279
0.023902148,0.40067387,-0.010945082,0.042948544
0.024167806,0.410936,-0.011674091,0.043839335
0.028375596,0.4180224,-0.020917892,0.05598873
0.045673728,0.46670794,-0.03734149,0.0917297
0.035001785,0.42082727,-0.029721856,0.0712803
0.06043215,0.5390239,-0.044736505,0.11790371
0.05521804,0.63111067,-0.026977956,0.0986124
0.023960441,0.39838862,-0.011268675,0.043239653
0.027914733,0.41794086,-0.020584553,0.055100262
0.05698809,0.5822419,-0.035645574,0.10696387
0.010907412,0.9802792,-0.008556008,0.023015857
0.056586593,0.59320426,-0.034062102,0.1053192
0.020942837,0.38982213,-0.0027979314,0.033288777
0.028219014,0.42110384,-0.020322949,0.055381835
0.024653107,0.40235925,-0.012525663,0.04507202
0.023485065,0.39834154,-0.009711549,0.041531444
0.018997878,0.35880077,0.0026271492,0.026818573
0.017648757,0.35024834,0.0058304965,0.022735894
0.024823785,0.41229296,-0.013397142,0.045923173
0.019579977,0.3631252,0.001245141,0.028577387
0.020072669,0.36973047,-0.00067199767,0.030569017
0.022562057,0.38488078,-0.0071008652,0.03843695
0.028397739,0.4029703,-0.020683214,0.055811226
0.024728417,0.39049911,-0.01292485,0.04540789
0.027641624,0.40539384,-0.019958675,0.05426109
0.027838618,0.40752268,-0.020393535,0.054837465
0.024392813,0.40449286,-0.012393251,0.044621766
0.020437747,0.36315227,-0.0013259202,0.031506658
0.022333264,0.37703252,-0.006548837,0.03771466
0.009698451,0.34247553,0.01944922,0.002281189
0.020686597,0.35862982,-0.0019918382,0.03228736
0.016046047,0.33128846,0.009411752,0.018009484
0.041489795,0.43479002,-0.034107313,0.08350441
0.06153299,0.57593346,-0.035737813,0.11340639
0.06227854,0.57238984,-0.03615561,0.11473742
0.03380528,0.81661224,-0.011305943,0.05759269
0.06556404,0.53878474,-0.04165612,0.12307173
0.019047797,0.3134873,0.0012432784,0.027656734
0.023527235,0.3517871,-0.011244312,0.042453766
0.009714365,0.30178988,0.017957255,0.003159821
0.018239707,0.31034958,0.0029670745,0.025348961
0.062252805,0.46647716,-0.046759963,0.121671915
0.06180571,0.59311795,-0.018985167,0.102797
0.027581453,0.3453834,-0.020730332,0.0544796
0.020329922,0.31985998,-0.0033248067,0.032533586
0.06979287,0.50244904,-0.047197968,0.13276458
0.07151702,0.4888811,-0.049425155,0.13668945
0.023583263,0.8895409,-0.0044534206,0.038495004
0.070685446,0.514815,-0.043077946,0.13127023
-0.04788831,1.3998728,0.026030302,-0.0836882
0.067127794,0.52492285,-0.028645113,0.1168516
0.06672394,0.53258824,-0.026734978,0.115006715
0.06566459,0.5447314,-0.02969025,0.11539236
0.06826797,0.51922345,-0.03240846,0.12092292
-0.060621113,1.4906001,0.039337784,-0.110583425
-0.11253592,1.8613629,0.05842641,-0.19734544
0.06903419,0.50220704,-0.031533018,0.12150517
0.071421325,0.47713232,-0.03543377,0.12750146
0.070738435,0.49293435,-0.0336843,0.12533227
0.07324152,0.45500565,-0.03963217,0.13288504
0.020111233,0.23812509,-0.004586756,0.032794237
0.017862856,0.21693611,0.001371488,0.025566995
0.07256809,0.4596672,-0.038138703,0.13094908
0.07581714,0.4360639,-0.041286558,0.13765272
0.076271474,0.42562556,-0.041876405,0.1387217
0.077640474,0.39761877,-0.04549159,0.14312306
0.05784282,0.64483786,-0.015806869,0.09494132
0.07394095,0.5018475,-0.035916,0.13121891
0.07373616,0.4866848,-0.037055045,0.13174683
-0.11572787,1.8841319,0.06073591,-0.20341939
-0.030354172,1.274518,0.025005132,-0.057914317
-0.008074015,1.1156597,0.005933851,-0.013596237
0.04531659,0.7342849,-0.010695353,0.07367778
0.05711563,0.65016925,-0.02129069,0.09747028
0.06707415,0.5272155,-0.027706891,0.11615473
0.01769492,0.9316013,-0.0025764406,0.028841734
0.06921163,0.52058935,-0.04040353,0.12744129
0.0015973747,1.046458,0.007833719,-0.000985086
0.06814356,0.5061505,-0.03154342,0.12024826
0.013328791,0.20895588,0.009957746,0.013346434
0.07114072,0.47400117,-0.03485641,0.1267483
0.03032574,0.8413453,-0.0051614046,0.04861021
0.07121652,0.5068362,-0.034440055,0.12642616
0.0756648,0.42563272,-0.041747913,0.13779008
0.07461542,0.4890213,-0.03818865,0.13370273
0.03109178,0.24708533,-0.026075274,0.06290436
0.030005783,0.24108994,-0.023695186,0.05977431
0.030147702,0.22927332,-0.023722738,0.060017347
0.054496586,0.31613183,-0.03778796,0.10442263
0.02558583,0.20749664,-0.014857918,0.04755467
0.02572462,0.20180964,-0.014614552,0.047590196
0.07719219,0.40567172,-0.043802455,0.14135814
0.07656427,0.40971875,-0.043663114,0.1403704
0.06438981,0.37647295,-0.043461844,0.122466624
0.022989899,0.23072624,-0.010349438,0.040792167
0.072680324,0.44877648,-0.043520063,0.13466203
0.071029454,0.48438168,-0.034840778,0.12653294
0.038272724,0.27912498,-0.030945703,0.0765152
0.03763646,0.2619629,-0.030517131,0.07531828
0.072549835,0.40567505,-0.043017313,0.13405907
-0.009753227,0.1271025,0.038788646,-0.039250374
0.00667575,0.16589761,0.018626705,-0.0020921826
0.015654683,0.18286002,0.005893588,0.019286811
0.008338213,0.17389202,0.015901715,0.0021125674
0.0057839155,0.1724279,0.01952061,-0.0039722323
0.030983746,0.24493146,-0.02599749,0.0626986
0.019140929,0.22310781,-0.0021583736,0.02975303
0.072907984,0.46208513,-0.045694932,0.13633275
0.06958872,0.4898243,-0.03307852,0.12334576
0.0708828,0.494025,-0.045062095,0.13293743
0.06740105,0.50915956,-0.031220451,0.1189858
0.06922707,0.49720526,-0.03205803,0.12214053
0.06858562,0.44076788,-0.04791808,0.13143942
0.041105345,0.317724,-0.03282556,0.081831664
0.07031655,0.5026314,-0.039939836,0.12876952
-0.020094782,1.2015483,0.008716971,-0.03262025
0.037519872,0.7900448,-0.011057854,0.06274992
0.027980715,0.8581767,-0.007789001,0.046963096
0.0032087862,1.0350165,0.0044560134,0.0035212636
-0.1327124,2.0059242,0.046443254,-0.21843392
0.004137963,1.0284369,0.0017669797,0.006602347
0.06045288,0.6024213,-0.018268228,0.100394845
0.059781104,0.60030663,-0.031121612,0.10783547
0.05623117,0.63367844,-0.020899147,0.09605795
0.035031646,0.80785894,-0.011981666,0.059788644
-0.10617712,1.8161602,0.04733482,-0.1810196
-0.14596692,2.1006002,0.05067849,-0.24016988
-0.08009845,1.6303649,0.01891248,-0.1251747
-0.047552586,1.3978701,0.009451956,-0.07241446
0.03262016,0.8250891,-0.0114117265,0.05596465
0.02936861,0.8483496,-0.011826068,0.05157858
0.04871218,0.7099668,-0.0091241,0.077516854
0.05641231,0.6226599,-0.0283404,0.101209134
0.050483108,0.6827171,-0.010962933,0.08131972
0.052281678,0.67138803,-0.012558743,0.084926754
0.053842857,0.66227794,-0.015511304,0.08907488
0.06157735,0.55207884,-0.04030019,0.11655319
0.05083187,0.67085576,-0.017682612,0.08623931
0.0509032,0.69438267,-0.0125834495,0.082906246
0.05551091,0.611794,-0.030509457,0.10141361
0.05701369,0.59376645,-0.03375557,0.105713874
0.01766944,0.9320278,-0.012758017,0.03543377
-0.20853376,2.5481117,0.045597523,-0.32644898
-0.02645436,1.2471442,0.0036688745,-0.03843981
0.044784993,0.7381439,-0.013100654,0.0744825
-0.010142356,1.1306698,-0.003233254,-0.010589838
0.025356025,0.8769628,-0.008530408,0.043687582
-0.0891771,1.6954546,0.011761934,-0.13351887
0.024998635,0.8794786,-0.0068772435,0.042099595
0.025574923,0.8753884,-0.008153498,0.04375565
0.018238723,0.92809594,-0.018547133,0.040017784
0.020628214,0.91103697,-0.019685239,0.044180214
-0.00081828237,1.0640671,-0.0061501414,0.0046599507
0.042356253,0.7555561,-0.014985353,0.07223192
0.022506326,0.8974247,-0.012064338,0.041907907
0.0463773,0.7268932,-0.018740505,0.0804342
0.021527171,0.9045429,-0.0169321,0.043674946
0.02678597,0.86661625,-0.003477484,0.04244548
0.053503573,0.6650846,-0.024846181,0.09466562
-0.022749394,1.2207966,-0.0023676008,-0.029204845
0.04156843,0.7611091,-0.011634201,0.06892213
0.049364805,0.653281,-0.024721414,0.08885616
0.052004367,0.59873295,-0.03493467,0.09945649
0.049331143,0.65722525,-0.023841232,0.08821711
0.052427143,0.5697843,-0.043262675,0.10560855
0.05212754,0.57173836,-0.042524636,0.10469988
0.048802257,0.67468953,-0.021315277,0.085749656
0.048935115,0.66688323,-0.021868974,0.086333215
0.039368957,0.7768117,-0.01060304,0.065101504
0.04944688,0.6546993,-0.02388683,0.08842066
0.050785437,0.65620804,-0.023346901,0.08993274
0.055011272,0.55769205,-0.04446003,0.11005783
0.050359264,0.66471505,-0.023116231,0.0891462
0.05434403,0.5798309,-0.03888133,0.10538682
0.047565103,0.5283463,-0.03980142,0.096259534
0.031942338,0.47825444,-0.028605461,0.0663487
0.052674174,0.5722773,-0.042979628,0.105757624
0.022977442,0.893962,-0.008165538,0.040044248
-0.084765136,1.6639276,0.010872975,-0.1266228
-0.15657762,2.1762292,0.06082365,-0.26196772
0.04187599,0.7587942,-0.00681895,0.066227674
0.036170766,0.79964375,-0.009065434,0.05952111
0.06370905,0.5236957,-0.045933962,0.12333673
0.035547465,0.4062147,-0.030193329,0.07231116
0.036643088,0.40857375,-0.030842349,0.07431704
0.0305309,0.38098526,-0.025684312,0.06208092
0.04486607,0.42432415,-0.036152586,0.089647114
0.040115774,0.7714436,-0.009445131,0.06541702
0.061163902,0.59045625,-0.0209454,0.10318905
0.062360615,0.5852175,-0.020300567,0.104466856
0.06355603,0.5758009,-0.025388032,0.10949534
0.057518333,0.4494351,-0.043743223,0.11284745
0.06094727,0.59263825,-0.02019906,0.10238987
0.068561584,0.5109011,-0.046044543,0.13025218
0.050030768,0.43006027,-0.039717972,0.099404156
0.06874579,0.4919622,-0.049952462,0.1331448
0.06846312,0.51514804,-0.045407236,0.12967926
0.043738216,0.4041978,-0.035522506,0.08754042
0.042664915,0.39767742,-0.034445524,0.08528778
0.038476408,0.38253653,-0.03155239,0.0773288
0.064428926,0.56741786,-0.036184877,0.11778578
0.022999108,0.33615756,-0.009564817,0.04053247
0.05526039,0.62935257,-0.017654777,0.09260926
0.06376758,0.52812004,-0.044353336,0.12236816
0.05154957,0.4629023,-0.041328147,0.10275608
0.029083699,0.37038004,-0.022050709,0.057585
0.029946595,0.3644346,-0.025420904,0.061017692
0.06876771,0.4915924,-0.049975693,0.1331923
0.02202478,0.32336426,-0.0073369592,0.03762275
0.026109159,0.35302234,-0.01740557,0.050207853
0.042231828,0.40883088,-0.034632266,0.08481678
0.023686737,0.3456316,-0.010825664,0.042378843
0.02818212,0.34392858,-0.02125357,0.05568087
0.06487033,0.49503827,-0.04825142,0.12648237
0.0634979,0.540099,-0.041766033,0.12024924
0.026841253,0.3730197,-0.018085584,0.051772296
0.028274238,0.38325405,-0.021920681,0.056374133
0.062558785,0.56809664,-0.0368737,0.115617216
0.0596807,0.6164427,-0.023583695,0.10270971
0.025012553,0.35154378,-0.014246896,0.046553314
0.024176419,0.3550279,-0.013244569,0.044709742
0.02388981,0.35875726,-0.012031227,0.04351169
0.061682522,0.58714545,-0.033477113,0.11208972
0.058320343,0.62604964,-0.026866347,0.10289994
0.026710153,0.38036752,-0.018008158,0.051553726
0.06385265,0.51291084,-0.048882335,0.12550884
0.033542156,0.3897369,-0.028300986,0.068139434
0.05859819,0.5953772,-0.032532275,0.10712427
0.059437543,0.5754726,-0.036540464,0.111002475
0.028660208,0.40159726,-0.02209413,0.057102025
0.06267187,0.5290029,-0.045398295,0.12151289
0.041629463,0.44214678,-0.03470461,0.08410972
0.017880887,0.33128297,0.005576119,0.023177981
0.042521983,0.4311086,-0.03488843,0.08548275
0.06477165,0.5162759,-0.046800047,0.12542132
0.036027282,0.40810132,-0.030540347,0.07322848
0.0474661,0.4531647,-0.0386052,0.095083416
0.061736345,0.5353863,-0.04441747,0.11953616
0.054212242,0.49496865,-0.043929458,0.10838193
0.052930042,0.65104973,-0.023418367,0.093001366
0.063040555,0.51802266,-0.04835932,0.124008775
0.012848437,0.9663582,-0.0068167746,0.024662852
-0.046420664,1.3899798,0.00096672773,-0.06526965
0.049851492,0.6528212,-0.024096712,0.0891318
0.05612433,0.555253,-0.0443193,0.11153346
0.05732578,0.55689216,-0.042795718,0.11221281
0.028395355,0.4510008,-0.021205038,0.05629623
0.025297225,0.42525208,-0.013103738,0.046456456
0.025035381,0.44391727,-0.013563991,0.04644054
0.022414476,0.40948462,-0.005554825,0.037279308
0.028208554,0.44731832,-0.020294398,0.05544001
0.023006678,0.42323613,-0.0073123425,0.03933215
0.024483204,0.44264674,-0.011222869,0.04410237
0.020476252,0.41473937,-0.00054875016,0.03120774
0.029253691,0.44906342,-0.021722838,0.057879925
0.02719152,0.4410274,-0.017307326,0.051994383
0.022194028,0.4140253,-0.0054742694,0.036927402
0.030519336,0.4372717,-0.024175271,0.061266065
0.045584902,0.47877276,-0.03742473,0.09169078
0.021382958,0.38738275,-0.0035851747,0.0344311
0.028506577,0.42892742,-0.02139087,0.056522906
0.022777468,0.39322448,-0.00661093,0.03844744
0.027237505,0.41648507,-0.018785581,0.052951872
0.025779307,0.42696333,-0.015652925,0.048829377
0.023875207,0.41625023,-0.009877101,0.042249322
0.034380943,0.45560622,-0.030213311,0.070818126
0.028001636,0.4403751,-0.019756988,0.054761946
0.01816389,0.37224078,0.005011469,0.024085164
0.016341418,0.36491585,0.010356948,0.017908514
0.02645579,0.45137727,-0.016746432,0.05060208
0.055631295,0.5507535,-0.045217812,0.111451
0.024329305,0.43253946,-0.010781363,0.043554127
0.031538934,0.4660921,-0.027872503,0.06524548
0.049855188,0.66909695,-0.022046834,0.08772439
0.054573417,0.54721117,-0.044600904,0.10952088
0.05245158,0.5832689,-0.039956555,0.1034255
0.05266495,0.5712085,-0.042852342,0.105666935
-0.00066903234,1.0631685,-0.0131705105,0.009444118
0.0272789,0.86312103,-0.004699111,0.043946564
0.050533116,0.6913353,-0.0184322,0.08621192
0.04969269,0.7032242,-0.020311192,0.08620393
0.051019847,0.66534734,-0.023795918,0.090509
0.0459702,0.72979224,-0.018237144,0.07952362
0.033206403,0.82075346,-0.0054305643,0.05291015
-0.0038673878,1.0860324,-0.012919486,0.0047011375
0.0059589148,1.0156442,-0.007736206,0.015396595
-0.023352653,1.2251225,-0.0028757006,-0.02973789
0.051301405,0.5772865,-0.042813525,0.10370684
0.044404954,0.6416483,-0.026079059,0.08286351
0.05277288,0.56489635,-0.043445915,0.10623443
0.05049652,0.60002637,-0.036473304,0.09834474
0.042785555,0.6532291,-0.022708789,0.078350246
-0.03452143,1.3051538,-0.009873465,-0.041174233
0.027361661,0.51509035,-0.015644923,0.051357508
0.050219864,0.69527686,-0.017773643,0.08532643
0.039307624,0.72904754,-0.0054724813,0.061903417
0.016696155,0.93891406,-0.00970614,0.03205329
-0.04760143,1.3985806,-0.0055882633,-0.06269282
-0.041438073,1.3546734,-0.012450397,-0.04940021
-0.05946359,1.48334,-0.003016293,-0.081352115
0.007874757,1.0016668,0.0038479716,0.010598123
-0.03557673,1.3126602,-0.008229479,-0.04375553
-0.0030637681,1.0800953,-0.004968047,0.0006751418
0.014824659,0.9519645,0.004110247,0.020378709
0.028315872,0.8553119,0.0117174685,0.034743726
-0.13425085,2.0176427,0.016551897,-0.20117658
-0.100825936,1.7789788,0.0022420138,-0.14400059
0.030893058,0.83702207,0.005944848,0.042191982
0.0348275,0.74699974,-0.0003130734,0.052196264
0.035134554,0.8067169,0.004944876,0.04891628
0.03558156,0.80350184,0.0057180226,0.049053013
0.01888755,0.92283106,0.0075024217,0.02398771
0.035311908,0.7904506,0.008248895,0.04709053
0.0105158985,0.98287153,7.545948e-05,0.016835928
-0.017597705,1.1842537,-0.014634937,-0.013841987
0.01300019,0.9652568,-0.0061426163,0.024441183
0.019914359,0.915627,0.0017462671,0.029205441
0.03232363,0.7769284,0.0070065856,0.04378748
0.02054289,0.9110476,0.005286917,0.027800381
0.025505602,0.8754275,0.010865033,0.031274736
0.0014582574,1.0477333,-0.0038505197,0.0064225197
0.03819108,0.6845386,-0.02014032,0.07010651
0.006607026,1.0107213,0.004288286,0.008496225
-0.030200392,1.2741432,-0.005181417,-0.03804177
-0.029170305,1.2666793,-0.0010869801,-0.039232492
-0.0871841,1.6815319,-0.0019348562,-0.12174815
-0.01885131,1.1928692,-0.00012880564,-0.02508086
0.013355166,0.96237063,0.008346394,0.015516698
-0.00054752827,1.0617881,0.008141816,-0.0042568445
0.0077485144,1.0023987,0.010958105,0.0057884455
-0.026174963,1.2451146,0.0049974173,-0.038904667
-0.036540598,1.3192089,0.0060835183,-0.05445385
-0.032616854,1.2911506,0.0061254054,-0.048862875
-0.04289922,1.3649178,-0.0039546937,-0.057023406
0.03005907,0.8426478,0.020011485,0.031840026
0.019025832,0.6255133,-0.0021722466,0.030914485
0.029732436,0.8160825,0.014006078,0.035420954
0.026585102,0.830734,0.018760413,0.027856171
0.025699526,0.8352262,0.020198688,0.025660396
0.033011347,0.74620533,-0.00598377,0.053354144
0.025544941,0.874851,0.023160458,0.023326337
0.004110217,1.0284898,0.007828087,0.0026167035
0.023140997,0.89224005,0.014852002,0.02529329
0.033324867,0.7484286,-0.0033136755,0.05204308
0.030595452,0.82263446,0.016950846,0.03467834
0.031249106,0.7827712,0.0076818466,0.041817963
0.025314093,0.8767023,0.014796227,0.02844119
0.021665454,0.9028795,0.011170328,0.025577426
0.029517561,0.7949035,0.0107932985,0.03731382
0.03549716,0.71050763,-0.014217734,0.062360674
0.03194371,0.77567315,0.0052242875,0.044422984
0.039267868,0.6595253,-0.027231187,0.076348305
0.03917715,0.6491585,-0.02963683,0.07783747
